,index,raw data name,raw data name round,chemical_ID_xma,mz_time xma,Name_xma,Formula_xma,MonoisotopicMass_xma,Adduct_xma
491,491,260.1830726747 / 720.599975585938,260.183 / 720.6,C11848,260.183 / 720.6,2-Heptyl-3-hydroxy-quinolone;2-Heptyl-3-hydroxy-4(1H)-quinolone;2-Heptyl-3-hydroxy-4-quinolone,C16H21NO2,259.1572,M+H
492,492,260.183329502546 / 650.400024414062,260.183 / 650.4,C11848,260.183 / 650.4,2-Heptyl-3-hydroxy-quinolone;2-Heptyl-3-hydroxy-4(1H)-quinolone;2-Heptyl-3-hydroxy-4-quinolone,C16H21NO2,259.1572,M+H
493,493,261.096528758042 / 80.7000045776367,261.097 / 80.7,C20386,261.097 / 80.7,Biotin sulfoxide,C10H16N2O4S,260.0831,M+H
494,494,261.101619110414 / 621.599975585938,261.102 / 621.6,C20386,261.102 / 621.6,Biotin sulfoxide,C10H16N2O4S,260.0831,M+H
495,495,261.131943637168 / 662.700012207031,261.132 / 662.7,C18135,261.132 / 662.7,Dihydroshikonofuran,C16H20O3,260.1412,M+H
496,496,261.142597596847 / 309,261.143 / 309,C20519,261.143 / 309,Cyclo(L-leucyl-L-phenylalanyl);(3S6S)-3-Benzyl-6-(2-methylpropyl)piperazine-25-dione,C15H20N2O2,260.1525,M+H
497,497,261.142408620065 / 364.800018310547,261.142 / 364.8,C20519,261.142 / 364.8,Cyclo(L-leucyl-L-phenylalanyl);(3S6S)-3-Benzyl-6-(2-methylpropyl)piperazine-25-dione,C15H20N2O2,260.1525,M+H
498,498,262.035949099495 / 76.1999969482422,262.036 / 76.2,C06501,262.036 / 76.2,Phosphotyrosine;Phosphonotyrosine,C9H12NO6P,261.0402,M+H
499,499,262.108415299133 / 521.700012207031,262.108 / 521.7,C18864,262.108 / 521.7,Imazapyr,C13H15N3O3,261.1113,M+H
500,500,262.126165712063 / 66.1386260986328,262.126 / 66.1,C15462,262.126 / 66.1,cis-1346711b-Hexahydro-9-methoxy-2H-benzoaquinolizine-3-carboxylic acid,C15H19NO3,261.1365,M+H
501,501,262.117337174578 / 475.463333129883,262.117 / 475.5,C19553,262.117 / 475.5,Yellow OB;1-2-(2-Methylphenyl)diazenyl-2-naphthalenamine,C17H15N3,261.1266,M+H
502,502,262.117581961631 / 597.608947753906,262.118 / 597.6,C10607,262.118 / 597.6,Mycosporine,C11H19NO6,261.1212,M+H
503,503,262.125616693269 / 77.7000045776367,262.126 / 77.7,C15462,262.126 / 77.7,cis-1346711b-Hexahydro-9-methoxy-2H-benzoaquinolizine-3-carboxylic acid,C15H19NO3,261.1365,M+H
504,504,262.117082484889 / 375.600036621094,262.117 / 375.6,C10607,262.117 / 375.6,Mycosporine,C11H19NO6,261.1212,M+H
505,505,262.163299775799 / 95.6999969482422,262.163 / 95.7,C14173,262.163 / 95.7,Piperocaine;Metycaine,C16H23NO2,261.1729,M+H
506,506,263.04046719072 / 75.9000015258789,263.04 / 75.9,C06501,263.04 / 75.9,Phosphotyrosine;Phosphonotyrosine,C9H12NO6P,-,M+H_[+1]
507,507,263.101890352411 / 545.100036621094,263.102 / 545.1,C19287,263.102 / 545.1,Oil Orange SS,C17H14N2O,262.1106,M+H
508,508,263.103423335767 / 559.5,263.103 / 559.5,C19287,263.103 / 559.5,Oil Orange SS,C17H14N2O,262.1106,M+H
509,509,263.102489466177 / 474.899993896484,263.102 / 474.9,C19553,263.102 / 474.9,Yellow OB;1-2-(2-Methylphenyl)diazenyl-2-naphthalenamine,C17H15N3,-,M+H_[+1]
510,510,263.137761979057 / 603,263.138 / 603,C01683,263.138 / 603,Ornaline;Nopalinic acid,C10H18N2O6,262.1165,M+H
511,511,263.146457562756 / 646.805419921875,263.146 / 646.8,C18132,263.146 / 646.8,3-Hydroxy-geranylhydroquinone,C16H22O3,262.1569,M+H
512,512,263.166551787574 / 95.6999969482422,263.167 / 95.7,C14173,263.167 / 95.7,Piperocaine;Metycaine,C16H23NO2,-,M+H_[+1]
513,513,264.115386886962 / 649.5,264.115 / 649.5,C20706,264.115 / 649.5,4-O-(beta-L-Arabinofuranosyl)-(2S4S)-4-hydroxyproline,C10H17NO7,263.1005,M+H
514,514,264.194212268128 / 709.199951171875,264.194 / 709.2,C18949,264.194 / 709.2,Butacarb,C16H25NO2,263.1885,M+H
515,515,264.229806681895 / 1090.50012207031,264.23 / 1090.5,C20576,264.23 / 1090.5,Kunzeaol;6beta-Hydroxygermacra-1(10)4-diene;(1R2E6E10R)-37-Dimethyl-10-isopropylcyclodeca-26-dienol,C15H26O,222.1984,M+ACN+H
516,516,265.014306971427 / 39.8999977111816,265.014 / 39.9,C20124,265.014 / 39.9,Benzobnaphtho21-dthiophene;12-Benzo-9-thiafluorene,C16H10S,234.0503,2M+Na+K
517,517,265.095689988317 / 439.200012207031,265.096 / 439.2,C20270,265.096 / 439.2,Copal-8-ol diphosphate;(13E)-8alpha-Hydroxylabd-13-en-15-yl diphosphate,C20H38O8P2,468.2042,M+Na+K
518,518,265.115949441437 / 509.100006103516,265.116 / 509.1,C20281,265.116 / 509.1,1-(4-Hydroxyphenylazo)-2-naphthol;4-OH-Sudan I,C16H12N2O2,264.0899,M+H
519,519,265.116090077966 / 513.900024414062,265.116 / 513.9,C20281,265.116 / 513.9,1-(4-Hydroxyphenylazo)-2-naphthol;4-OH-Sudan I,C16H12N2O2,264.0899,M+H
520,520,265.142302565198 / 887.399963378906,265.142 / 887.4,C20402,265.142 / 887.4,Neopentalenolactone D,C15H20O4,264.1362,M+H
521,521,265.147262196029 / 859.800079345703,265.147 / 859.8,C20402,265.147 / 859.8,Neopentalenolactone D,C15H20O4,264.1362,M+H
522,522,265.196694933333 / 709.200012207031,265.197 / 709.2,C18949,265.197 / 709.2,Butacarb,C16H25NO2,-,M+H_[+1]
523,523,265.259813487086 / 509.100006103516,265.26 / 509.1,C17161,265.26 / 509.1,Fistularin 2,C22H21Br4N3O8,770.8062,M+2H+Na
524,524,265.355845178037 / 509.399993896484,265.356 / 509.4,C02817,265.356 / 509.4,Chlordecone alcohol,C10H2Cl10O,487.6991,M+ACN+2H
525,525,265.42129323903 / 509.399993896484,265.421 / 509.4,C16524,265.421 / 509.4,3-N-Debenzoyltaxol;13-O-3-Phenylisoserinoyl baccatin III,C40H47NO13,749.3047,M+H+2Na
526,526,265.607878637698 / 509.100006103516,265.608 / 509.1,C20614,265.608 / 509.1,Kanamycin X,C18H35N3O12,485.2221,M+2Na
527,527,266.100371998405 / 630.600036621094,266.1 / 630.6,C12250,266.1 / 630.6,Anhydrolycorinone,C16H11NO3,265.0739,M+H
528,528,266.100363301946 / 703.5,266.1 / 703.5,C20654,266.1 / 703.5,3-Benzylmalic acid;3-Benzylmalate,C11H12O5,224.0685,M+ACN+H
529,529,266.119756962341 / 509.100006103516,266.12 / 509.1,C14597,266.12 / 509.1,23-Bis(p-methoxyphenyl)acrylonitrile;23-Di(4-methoxyphenyl)acrylonitrile,C17H15NO2,265.1103,M+H
530,530,266.108190329852 / 504.299987792969,266.108 / 504.3,C07313,266.108 / 504.3,Streptozocin;Zanosar,C8H15N3O7,265.091,M+H
531,531,266.119756093919 / 514.200012207031,266.12 / 514.2,C14597,266.12 / 514.2,23-Bis(p-methoxyphenyl)acrylonitrile;23-Di(4-methoxyphenyl)acrylonitrile,C17H15NO2,265.1103,M+H
532,532,266.136967829542 / 551.400024414062,266.137 / 551.4,C20563,266.137 / 551.4,Brevianamide F;Cyclo(L-Trp-L-Pro),C16H17N3O2,283.1321,M+H-H2O
533,533,267.057422645064 / 57.0321846008301,267.057 / 57,C18252,267.057 / 57,Phenanthrene-45-dicarboxylate,C16H10O4,266.0579,M+H
534,534,267.103922589851 / 630.599975585938,267.104 / 630.6,C12250,267.104 / 630.6,Anhydrolycorinone,C16H11NO3,-,M+H_[+1]
535,535,267.10736394141 / 504.300018310547,267.107 / 504.3,C07313,267.107 / 504.3,Streptozocin;Zanosar,C8H15N3O7,-,M+H_[+1]
536,536,267.120096976555 / 187.5,267.12 / 187.5,C14548,267.12 / 187.5,(R)-Indenestrol B,C18H18O2,266.1307,M+H
537,537,267.120819285454 / 816.599975585938,267.121 / 816.6,C14548,267.121 / 816.6,(R)-Indenestrol B,C18H18O2,266.1307,M+H
538,538,267.131609262576 / 756.900024414062,267.132 / 756.9,C14548,267.132 / 756.9,(R)-Indenestrol B,C18H18O2,266.1307,M+H
539,539,267.120596268468 / 907.5,267.121 / 907.5,C14548,267.121 / 907.5,(R)-Indenestrol B,C18H18O2,266.1307,M+H
540,540,267.121264669646 / 509.099975585938,267.121 / 509.1,C14597,267.121 / 509.1,23-Bis(p-methoxyphenyl)acrylonitrile;23-Di(4-methoxyphenyl)acrylonitrile,C17H15NO2,-,M+H_[+1]
541,541,267.129338545016 / 614.700012207031,267.129 / 614.7,C14548,267.129 / 614.7,(R)-Indenestrol B,C18H18O2,266.1307,M+H
542,542,267.131854091938 / 137.150207519531,267.132 / 137.2,C14548,267.132 / 137.2,(R)-Indenestrol B,C18H18O2,266.1307,M+H
543,543,267.139776103946 / 551.400024414062,267.14 / 551.4,C14548,267.14 / 551.4,(R)-Indenestrol B,C18H18O2,266.1307,M+H
544,544,267.168519378302 / 214.800003051758,267.169 / 214.8,C14439,267.169 / 214.8,Tributyl phosphate;TBP,C12H27O4P,266.1647,M+H
545,545,268.102696562217 / 70.4972763061523,268.103 / 70.5,C19221,268.103 / 70.5,7H-Dibenzocgcarbazole,C20H13N,267.1048,M+H
546,546,268.152347835011 / 540.299987792969,268.152 / 540.3,C15325,268.152 / 540.3,6-Azaequilenin;3-Hydroxy-6-azaestra-135(10)68-pentaen-17-one,C17H17NO2,267.1259,M+H
547,547,268.171282144685 / 214.799987792969,268.171 / 214.8,C14439,268.171 / 214.8,Tributyl phosphate;TBP,C12H27O4P,-,M+H_[+1]
548,548,269.122055588568 / 54.2999992370605,269.122 / 54.3,C19461,269.122 / 54.3,Musk ambrette,C12H16N2O5,268.1059,M+H
549,549,269.147861175496 / 730.5,269.148 / 730.5,C19266,269.148 / 730.5,44-Bis(dimethylamino)benzophenone;Michlers ketone,C17H20N2O,268.1576,M+H
550,550,269.136112157918 / 1358.10009765625,269.136 / 1358.1,C02267,269.136 / 1358.1,Deoxycoformycin;Pentostatin,C11H16N4O4,268.1172,M+H
551,551,269.136633905175 / 1178.10009765625,269.137 / 1178.1,C19518,269.137 / 1178.1,Ripazepam,C15H16N4O,268.1324,M+H
552,552,269.136511329914 / 1172.09997558594,269.137 / 1172.1,C19518,269.137 / 1172.1,Ripazepam,C15H16N4O,268.1324,M+H
553,553,269.154794778322 / 540.299987792969,269.155 / 540.3,C15325,269.155 / 540.3,6-Azaequilenin;3-Hydroxy-6-azaestra-135(10)68-pentaen-17-one,C17H17NO2,-,M+H_[+1]
554,554,270.277891257303 / 1834.80004882812,270.278 / 1834.8,C17515,270.278 / 1834.8,Capsi-amide;N-(13-Methyltetradecyl)acetamide;CAP-A,C17H35NO,269.2719,M+H
555,555,271.090895094073 / 86.6999969482422,271.091 / 86.7,C19977,271.091 / 86.7,Clitidine;Chrytidine,C11H14N2O6,270.0852,M+H
556,556,271.106017078894 / 766.799987792969,271.106 / 766.8,C18395,271.106 / 766.8,Cadusafos,C10H23O2PS2,270.0877,M+H
557,557,271.127260746994 / 219.900009155273,271.127 / 219.9,C08280,271.127 / 219.9,Hypoglycin B;Hypoglycine B;L-gamma-Glutamyl-L-hypoglycin,C12H18N2O5,270.1216,M+H
558,558,271.162814166088 / 824.708740234375,271.163 / 824.7,C15215,271.163 / 824.7,3-Hydroxyestra-135(10)-trien-16-one,C18H22O2,270.162,M+H
559,559,271.163450695186 / 896.099975585938,271.163 / 896.1,C20553,271.163 / 896.1,Paspalicine,C27H31NO3,417.2304,M+3ACN+2H
560,560,271.162350798387 / 750.299987792969,271.162 / 750.3,C20553,271.162 / 750.3,Paspalicine,C27H31NO3,417.2304,M+3ACN+2H
561,561,271.204123470626 / 984.737548828125,271.204 / 984.7,C16506,271.204 / 984.7,(10S)-Juvenile hormone III acid diol,C15H26O4,270.1831,M+H
562,562,272.093333107777 / 86.7000045776367,272.093 / 86.7,C19977,272.093 / 86.7,Clitidine;Chrytidine,C11H14N2O6,-,M+H_[+1]
563,563,272.108349607843 / 766.799987792969,272.108 / 766.8,C18395,272.108 / 766.8,Cadusafos,C10H23O2PS2,-,M+H_[+1]
564,564,272.183746268328 / 699.900024414062,272.184 / 699.9,C18868,272.184 / 699.9,Napropamide,C17H21NO2,271.1572,M+H
565,565,272.183674104995 / 778.800048828125,272.184 / 778.8,C20739,272.184 / 778.8,Neopikromycin,C28H47NO8,525.3302,M+H+NH4
566,566,273.125266222307 / 196.800003051758,273.125 / 196.8,C19604,273.125 / 196.8,712-Dimethylbenzaanthracene 56-oxide;DMBA-56-epoxide,C20H16O,272.1201,M+H
567,567,273.187125203954 / 699.900024414062,273.187 / 699.9,C18868,273.187 / 699.9,Napropamide,C17H21NO2,-,M+H_[+1]
568,568,273.219737262681 / 1180.49987792969,273.22 / 1180.5,C02941,273.22 / 1180.5,3-Oxo-delta1-steroid,C19H28O,272.214,M+H
569,569,274.103116833493 / 73.1999969482422,274.103 / 73.2,C19471,274.103 / 73.2,7-Nitrobenzaanthracene,C18H11NO2,273.079,M+H
570,570,274.117653976481 / 225.300003051758,274.118 / 225.3,C15089,274.118 / 225.3,16-Dihydro-1-(3-methoxyphenethyl)-6-oxonicotinic acid,C15H15NO4,273.1001,M+H
571,571,274.13007131237 / 196.800003051758,274.13 / 196.8,C16702,274.13 / 196.8,4-O-Methylnorbelladine,C16H19NO3,273.1365,M+H
572,572,274.182259831166 / 1151.09997558594,274.182 / 1151.1,C20279,274.182 / 1151.1,(2R3R)-3-Methylglutamyl-5-semialdehyde-N6-lysine,C12H23N3O4,273.1689,M+H
573,573,274.182015972599 / 1171.50012207031,274.182 / 1171.5,C19994,274.182 / 1171.5,Virol B;(8S9Z)-9-Heptadecene-46-diyne-18-diol,C17H26O2,262.1933,2M+H+Na
574,574,274.199832412123 / 822.599975585938,274.2 / 822.6,C20031,274.2 / 822.6,Pumiliotoxin 251D;PTX 251D,C16H29NO,251.2249,M+Na
575,575,275.104439360564 / 602.700012207031,275.104 / 602.7,C16415,275.104 / 602.7,5-Deoxyleucopelargonidin,C15H14O5,274.0841,M+H
576,576,275.12243997991 / 197.099990844727,275.122 / 197.1,C19604,275.122 / 197.1,712-Dimethylbenzaanthracene 56-oxide;DMBA-56-epoxide,C20H16O,-,M+H_[+2]
577,577,275.157812791785 / 454.5,275.158 / 454.5,C18131,275.158 / 454.5,Geranyl-hydroxybenzoate,C17H22O3,274.1569,M+H
578,578,275.184400207248 / 1150.84002685547,275.184 / 1150.8,C20279,275.184 / 1150.8,(2R3R)-3-Methylglutamyl-5-semialdehyde-N6-lysine,C12H23N3O4,-,M+H_[+1]
579,579,276.124335005937 / 630.299987792969,276.124 / 630.3,C19769,276.124 / 630.3,16-Anhydro-N-acetyl-beta-muramate,C11H17NO7,275.1005,M+H
580,580,276.124578927018 / 649.200012207031,276.125 / 649.2,C19769,276.125 / 649.2,16-Anhydro-N-acetyl-beta-muramate,C11H17NO7,275.1005,M+H
581,581,276.142365311453 / 83.6999969482422,276.142 / 83.7,C13682,276.142 / 83.7,Dihydro-beta-erythroidine,C16H21NO3,275.1521,M+H
582,582,276.142271617701 / 123.527900695801,276.142 / 123.5,C20270,276.142 / 123.5,Copal-8-ol diphosphate;(13E)-8alpha-Hydroxylabd-13-en-15-yl diphosphate,C20H38O8P2,468.2042,M+2ACN+2H
583,583,276.179304273973 / 280.309936523438,276.179 / 280.3,C06931,276.179 / 280.3,Cyclobenzaprine,C20H21N,275.1674,M+H
584,584,276.197239494209 / 1239.89990234375,276.197 / 1239.9,C18795,276.197 / 1239.9,MGK 264;N-Octylbicycloheptene dicarboximide,C17H25NO2,275.1885,M+H
585,585,277.084225714976 / 73.5,277.084 / 73.5,C19327,277.084 / 73.5,Anthanthrene;Dibenzocdjkpyrene,C22H12,276.0939,M+H
586,586,277.145894443258 / 123.599998474121,277.146 / 123.6,C19526,277.146 / 123.6,Sudan II;CI Solvent Orange 7,C18H16N2O,276.1263,M+H
587,587,277.146999156406 / 83.6999969482422,277.147 / 83.7,C13682,277.147 / 83.7,Dihydro-beta-erythroidine,C16H21NO3,-,M+H_[+1]
588,588,278.140027030726 / 682.5,278.14 / 682.5,C04424,278.14 / 682.5,S-(2-Methylpropanoyl)-dihydrolipoamide;S-(2-Methylpropionyl)-dihydrolipoamide,C12H23NO2S2,277.117,M+H
589,589,279.091912010016 / 1209.30004882812,279.092 / 1209.3,C20577,279.092 / 1209.3,6-Tuliposide A;6-O-(4-Hydroxy-2-methylenebutanoyl)-D-glucose,C11H18O8,278.1002,M+H
590,590,279.157261462645 / 1714.5,279.157 / 1714.5,C15205,279.157 / 1714.5,Diisobutyl phthalate;DIBP,C16H22O4,278.1518,M+H
591,591,279.138776128731 / 618.599975585938,279.139 / 618.6,C18753,279.139 / 618.6,Oxadixyl,C14H18N2O4,278.1267,M+H
592,592,279.157250753765 / 928.5,279.157 / 928.5,C07424,279.157 / 928.5,Pentoxifylline,C13H18N4O3,278.1379,M+H
593,593,279.140680832646 / 690,279.141 / 690,C07424,279.141 / 690,Pentoxifylline,C13H18N4O3,278.1379,M+H
594,594,279.157082712667 / 30.8999996185303,279.157 / 30.9,C07424,279.157 / 30.9,Pentoxifylline,C13H18N4O3,278.1379,M+H
595,595,279.156840632579 / 25.3500003814697,279.157 / 25.4,C07424,279.157 / 25.4,Pentoxifylline,C13H18N4O3,278.1379,M+H
596,596,279.682553938776 / 514.5,279.683 / 514.5,C19352,279.683 / 514.5,Brilliant blue;Brilliant blue FCF disodium salt;Food blue No1,C37H34N2O9S32Na,792.1222,M+H+2Na
597,597,280.110144086547 / 290.700012207031,280.11 / 290.7,C20122,280.11 / 290.7,Dibenzchacridine;14-Azadibenzajanthracene;34:56-Dibenzacridine,C21H13N,279.1048,M+H
598,598,280.160482769624 / 1714.8,280.16 / 1714.8,C15205,280.16 / 1714.8,Diisobutyl phthalate;DIBP,C16H22O4,-,M+H_[+1]
599,599,280.187826561479 / 531,280.188 / 531,C09901,280.188 / 531,Serratine,C16H25NO3,279.1834,M+H
600,600,280.261024351297 / 1820.40002441406,280.261 / 1820.4,C20276,280.261 / 1820.4,Tetraprenyl-beta-curcumene,C35H56,476.4382,M+2ACN+2H
601,601,280.991785323333 / 39.5999984741211,280.992 / 39.6,C02740,280.992 / 39.6,Photinus luciferin;(S)-45-Dihydro-2-(6-hydroxy-13-benzothiazol-2-yl)thiazole-4-carboxylic acid;(S)-45-Dihydro-2-(6-hydroxy-2-benzothiazolyl)-4-thiazolecarboxylic acid;Firefly luciferin,C11H8N2O3S2,279.9976,M+H
602,602,281.097488997793 / 520.200012207031,281.097 / 520.2,C14084,281.097 / 520.2,12-Dihydroxy-8-methylnaphthalene,C11H10O2,174.0681,3M+H+K
603,603,281.111416899387 / 167.699996948242,281.111 / 167.7,C20579,281.111 / 167.7,Cyclopeptine;(3S)-3-Benzyl-4-methyl-34-dihydro-1H-14-benzodiazepine-25-dione,C17H16N2O2,280.1212,M+H
604,604,281.11156346844 / 240.600006103516,281.112 / 240.6,C20724,281.112 / 240.6,()-Thujopsene,C15H24,204.1878,M+2K-H
605,605,281.11165322269 / 350.846878051758,281.112 / 350.8,C20724,281.112 / 350.8,()-Thujopsene,C15H24,204.1878,M+2K-H
606,606,281.111523087593 / 418.799987792969,281.112 / 418.8,C20724,281.112 / 418.8,()-Thujopsene,C15H24,204.1878,M+2K-H
607,607,281.111984399263 / 618.900024414062,281.112 / 618.9,C20724,281.112 / 618.9,()-Thujopsene,C15H24,204.1878,M+2K-H
608,608,281.112191271005 / 290.700012207031,281.112 / 290.7,C20122,281.112 / 290.7,Dibenzchacridine;14-Azadibenzajanthracene;34:56-Dibenzacridine,C21H13N,-,M+H_[+1]
609,609,281.148176031957 / 848.699951171875,281.148 / 848.7,C15514,281.148 / 848.7,8-Hydroxyabscisate;8-Hydroxyabscisic acid,C15H20O5,280.1311,M+H
610,610,282.117454734296 / 60.9000015258789,282.117 / 60.9,C18938,282.117 / 60.9,Fenitropan,C13H15NO6,281.0899,M+H
611,611,282.114270752573 / 167.686279296875,282.114 / 167.7,C20579,282.114 / 167.7,Cyclopeptine;(3S)-3-Benzyl-4-methyl-34-dihydro-1H-14-benzodiazepine-25-dione,C17H16N2O2,-,M+H_[+1]
612,612,282.113960758703 / 240.299987792969,282.114 / 240.3,C20457,282.114 / 240.3,68-Dimethyl-6789-tetradehydroergoline,C16H17N2,237.1392,M+2Na-H
613,613,282.277006311286 / 1903.02331542969,282.277 / 1903,C19670,282.277 / 1903,Oleamide;Oleyl amide;(Z)-9-Octadecenamide,C18H35NO,281.2719,M+H
614,614,283.102440972467 / 110.399993896484,283.102 / 110.4,C20570,283.102 / 110.4,alpha-15-L-Arabinobiose,C10H18O9,282.0951,M+H
615,615,283.113038413442 / 662.253479003906,283.113 / 662.3,C10878,283.113 / 662.3,Randainol,C18H18O3,282.1256,M+H
616,616,283.12670424715 / 685.5,283.127 / 685.5,C15642,283.127 / 685.5,GSK 4716,C17H18N2O2,282.1368,M+H
617,617,283.121642529556 / 60.6000022888184,283.122 / 60.6,C18938,283.122 / 60.6,Fenitropan,C13H15NO6,-,M+H_[+1]
618,618,283.159549144419 / 114.899993896484,283.16 / 114.9,C15971,283.16 / 114.9,Dihydrophaseic acid;(-)-Dihydrophaseic acid,C15H22O5,282.1467,M+H
619,619,283.280762471243 / 1903.19995117188,283.281 / 1903.2,C19670,283.281 / 1903.2,Oleamide;Oleyl amide;(Z)-9-Octadecenamide,C18H35NO,-,M+H_[+1]
620,620,284.060380252978 / 272.700012207031,284.06 / 272.7,C18801,284.06 / 272.7,Penconazole,C13H15Cl2N3,283.0643,M+H
621,621,284.10454795312 / 110.100006103516,284.105 / 110.1,C20570,284.105 / 110.1,alpha-15-L-Arabinobiose,C10H18O9,-,M+H_[+1]
622,622,284.18414373548 / 497.099975585938,284.184 / 497.1,C13683,284.184 / 497.1,Histrionicotoxin,C19H25NO,283.1936,M+H
623,623,284.183994291572 / 774,284.184 / 774,C13683,284.184 / 774,Histrionicotoxin,C19H25NO,283.1936,M+H
624,624,284.231108878415 / 210,284.231 / 210,C20711,284.231 / 210,Miltiradiene,C20H32,272.2504,2M+H+Na
625,625,285.081805439636 / 93.2999954223633,285.082 / 93.3,C18280,285.082 / 93.3,1112-Dihydroxybenzoapyrene;Benzoapyrene-1112-diol,C20H12O2,284.0837,M+H
626,626,285.131773567256 / 816,285.132 / 816,C20430,285.132 / 816,()-Larreatricin,C18H20O3,284.1412,M+H
627,627,285.132230081675 / 907.500030517578,285.132 / 907.5,C10484,285.132 / 907.5,Phenethyl caffeate;Caffeic acid phenethyl ester,C17H16O4,284.1049,M+H
628,628,285.179524817629 / 980.400024414062,285.18 / 980.4,C20144,285.18 / 980.4,Androsta-14-diene-317-dione,C19H24O2,284.1776,M+H
629,629,285.255287849844 / 1241.69995117188,285.255 / 1241.7,C14996,285.255 / 1241.7,12-(23-Dihydroxycyclopentyl)-2-dodecanone,C17H32O3,284.2351,M+H
630,630,286.101856352292 / 133.800003051758,286.102 / 133.8,C10643,286.102 / 133.8,Arborinine,C16H15NO4,285.1001,M+H
631,631,286.126637570047 / 91.1999969482422,286.127 / 91.2,C19429,286.127 / 91.2,HC Blue No 2;22-4-(2-Hydroxyethyl)amino-3-nitrophenyliminobis-ethanol,C12H19N3O5,285.1325,M+H
632,632,286.199552919459 / 871.200012207031,286.2 / 871.2,C11798,286.2 / 871.2,Mepyramine;Pyrilamine,C17H23N3O,285.1841,M+H
633,633,287.104354244833 / 133.800003051758,287.104 / 133.8,C10643,287.104 / 133.8,Arborinine,C16H15NO4,-,M+H_[+1]
634,634,287.099280888625 / 504.600006103516,287.099 / 504.6,C18835,287.099 / 504.6,(R)-DNPA,C16H14O5,286.0841,M+H
635,635,287.099228998894 / 513.149963378906,287.099 / 513.1,C18835,287.099 / 513.1,(R)-DNPA,C16H14O5,286.0841,M+H
636,636,287.130049665205 / 91.1999969482422,287.13 / 91.2,C19429,287.13 / 91.2,HC Blue No 2;22-4-(2-Hydroxyethyl)amino-3-nitrophenyliminobis-ethanol,C12H19N3O5,-,M+H_[+1]
637,637,287.20245056647 / 871.200012207031,287.202 / 871.2,C11798,287.202 / 871.2,Mepyramine;Pyrilamine,C17H23N3O,-,M+H_[+1]
638,638,287.199056323256 / 1028.85266113281,287.199 / 1028.9,C11333,287.199 / 1028.9,N-Acetyl-leucyl-leucine,C14H26N2O4,286.1893,M+H
639,639,288.117787068064 / 71.8135719299316,288.118 / 71.8,C17365,288.118 / 71.8,Clavamycin E,C11H17N3O6,287.1117,M+H
640,640,288.124173862924 / 143.100006103516,288.124 / 143.1,C17365,288.124 / 143.1,Clavamycin E,C11H17N3O6,287.1117,M+H
641,641,288.142166174938 / 104.400001525879,288.142 / 104.4,C13796,288.142 / 104.4,SR95531,C15H17N3O3,287.127,M+H
642,642,288.148692588123 / 635.099975585938,288.149 / 635.1,C12195,288.149 / 635.1,Zephyramine,C17H21NO3,287.1521,M+H
643,643,288.21511254735 / 999.299987792969,288.215 / 999.3,C20484,288.215 / 999.3,9-cis-beta-Carotene,C40H56,536.4382,M+H+K
644,644,288.21516711402 / 911.700012207031,288.215 / 911.7,C02838,288.215 / 911.7,L-Octanoylcarnitine,C15H29NO4,287.2097,M+H
645,645,288.215040186513 / 917.399963378906,288.215 / 917.4,C02838,288.215 / 917.4,L-Octanoylcarnitine,C15H29NO4,287.2097,M+H
646,646,289.137632308236 / 567.600036621094,289.138 / 567.6,C18477,289.138 / 567.6,Myclobutanil,C15H17ClN4,288.1142,M+H
647,647,290.133439391957 / 102.644969940186,290.133 / 102.6,C20383,290.133 / 102.6,Mycophenolic acid O-acyl-glucuronide,C23H28O12,496.1581,M+2ACN+2H
648,648,290.157591457481 / 152.099990844727,290.158 / 152.1,C19843,290.158 / 152.1,L-Asp(4-L-Arg),C10H19N5O5,289.1386,M+H
649,649,290.157609876075 / 180.000015258789,290.158 / 180,C20400,290.158 / 180,1-Deoxy-11-oxopentalenate,C15H20O3,248.1412,M+ACN+H
650,650,291.161294205069 / 152.099990844727,291.161 / 152.1,C19843,291.161 / 152.1,L-Asp(4-L-Arg),C10H19N5O5,-,M+H_[+1]
651,651,291.161412396019 / 180.299987792969,291.161 / 180.3,C17746,291.161 / 180.3,1-Dehydro-6-gingerdione,C17H22O4,290.1518,M+H
652,652,292.155977668382 / 627,292.156 / 627,C05119,292.156 / 627,S-(3-Methylbutanoyl)-dihydrolipoamide,C13H25NO2S2,291.1327,M+H
653,653,292.155834997127 / 605.700042724609,292.156 / 605.7,C10863,292.156 / 605.7,Phyllalbine,C16H21NO4,291.1471,M+H
654,654,293.136526962253 / 839.400024414062,293.137 / 839.4,C16806,293.137 / 839.4,Coumatetralyl,C19H16O3,292.1099,M+H
655,655,295.083780278422 / 143.100006103516,295.084 / 143.1,C18974,295.084 / 143.1,Cyanthoate,C10H19N2O4PS,294.0803,M+H
656,656,295.127710259011 / 473.699981689453,295.128 / 473.7,C18927,295.128 / 473.7,Triamiphos,C12H19N6OP,294.1358,M+H
657,657,296.147829256013 / 339,296.148 / 339,C18582,296.148 / 339,Butralin,C14H21N3O4,295.1532,M+H
658,658,296.147906868398 / 417.899993896484,296.148 / 417.9,C20000,296.148 / 417.9,Onchidal;E()-2-(E)-2-Acetoxyethenyl-4-(22-dimethyl-6-methylenecyclohexyl)-2-butenal,C17H24O3,276.1725,2M+H+K
